run_id,config_key,vi1_quantization,vi2_batch_size,vi3_output_length,vi4_context_case,vi4_mean_input_tokens,repetition,batch_index,batch_total,batch_actual_size,status,energy_j,duration_s,avg_power_w,peak_power_w,vram_peak_mb,vram_used_start_mb,prompt_tokens,completion_tokens,throughput_tok_s,j_per_token,tpot_ms,j_per_token_calc,tok_per_j,gco2eq,nvml_sample_count,nvml_available
int8_w8a16_b1_o256_caseB_rep3_batch8of30_1780389398,int8_w8a16_b1_o256_caseB_rep3,int8_w8a16,1,256,B,886,3,8,30,1,success,665.289054,2.4859,194.84,305.76,22910.3,22910.3,886,256,102.98,2.598785,9.71,2.5987853671875,0.38479514800494524,0.054331939409999995,35,True
int8_w8a16_b4_o64_caseC_rep2_batch2of8_1780383263,int8_w8a16_b4_o64_caseC_rep2,int8_w8a16,4,64,C,3794,2,2,8,4,success,1338.219284,4.1406,260.68,395.72,22910.3,22910.3,15176,256,61.8265,5.227419,16.17,5.227419078125,0.19129899192216393,0.10928790819333332,52,True
int8_w8a16_b1_o256_caseC_rep1_batch25of30_1780364492,int8_w8a16_b1_o256_caseC_rep1,int8_w8a16,1,256,C,3792,1,25,30,1,success,852.75409,2.9182,217.42,322.14,24524.3,24524.3,3792,256,87.7241,3.331071,11.4,3.3310706640625,0.3002037785594203,0.06964158401666666,40,True
int8_w8a16_b1_o64_caseA_rep1_batch17of30_1780380802,int8_w8a16_b1_o64_caseA_rep1,int8_w8a16,1,64,A,230,1,17,30,1,success,122.751189,0.657,77.52,132.69,22910.3,22910.3,230,64,97.4169,1.917987,10.27,1.917987328125,0.5213798784466357,0.010024680434999999,17,True
int8_w8a16_b1_o64_caseB_rep2_batch8of30_1780386480,int8_w8a16_b1_o64_caseB_rep2,int8_w8a16,1,64,B,886,2,8,30,1,success,138.718544,0.7475,82.22,136.58,22910.3,22910.3,886,64,85.6154,2.167477,11.68,2.16747725,0.4613658574732445,0.011328681093333334,18,True
int8_w8a16_b4_o256_caseA_rep3_batch1of8_1780375442,int8_w8a16_b4_o256_caseA_rep3,int8_w8a16,4,256,A,235,3,1,8,4,success,2820.451523,9.0041,283.39,324.7,22910.3,22910.3,940,1024,113.7255,2.754347,8.79,2.7543471904296877,0.3630624358013474,0.23033687437833333,100,True
int8_w8a16_b8_o64_caseA_rep2_batch3of4_1780370907,int8_w8a16_b8_o64_caseA_rep2,int8_w8a16,8,64,A,233,2,3,4,8,success,671.704502,2.4908,196.16,324.9,22910.3,22910.3,1864,512,205.5575,1.311923,4.86,1.31192285546875,0.7622399410388349,0.054855867663333335,35,True
int8_w8a16_b4_o256_caseA_rep1_batch1of8_1780368104,int8_w8a16_b4_o256_caseA_rep1,int8_w8a16,4,256,A,235,1,1,8,4,success,2842.260285,9.0174,282.76,325.59,22910.3,22910.3,940,1024,113.5577,2.775645,8.81,2.7756448095703123,0.3602766451067658,0.232117923275,101,True
int8_w8a16_b1_o512_caseA_rep2_batch17of30_1780372233,int8_w8a16_b1_o512_caseA_rep2,int8_w8a16,1,512,A,230,2,17,30,1,success,1274.733842,4.7084,226.01,306.66,22910.3,22910.3,230,512,108.7423,2.489715,9.2,2.48971453515625,0.40165247295599765,0.10410326376333333,57,True
int8_w8a16_b1_o64_caseA_rep3_batch27of30_1780374845,int8_w8a16_b1_o64_caseA_rep3,int8_w8a16,1,64,A,233,3,27,30,1,success,125.870939,0.6548,79.45,134.54,22910.3,22910.3,233,64,97.7345,1.966733,10.23,1.966733421875,0.5084573175385623,0.010279460018333332,17,True
int8_w8a16_b1_o256_caseC_rep2_batch12of30_1780375105,int8_w8a16_b1_o256_caseC_rep2,int8_w8a16,1,256,C,3795,2,12,30,1,success,823.408128,2.9651,209.8,322.05,22910.3,22910.3,3795,256,86.3375,3.216438,11.58,3.216438,0.3109029305088424,0.06724499712,40,True
int8_w8a16_b8_o64_caseC_rep3_batch1of4_1780373031,int8_w8a16_b8_o64_caseC_rep3,int8_w8a16,8,64,C,3793,3,1,4,8,success,2084.257882,6.1358,291.36,396.85,22910.3,22910.3,30351,512,83.4453,4.070816,11.98,4.07081617578125,0.24565098418085293,0.17021439369666666,72,True
int8_w8a16_b1_o256_caseB_rep3_batch27of30_1780389560,int8_w8a16_b1_o256_caseB_rep3,int8_w8a16,1,256,B,893,3,27,30,1,success,637.211508,2.4757,186.56,306.38,22910.3,22910.3,893,256,103.4058,2.489107,9.67,2.489107453125,0.40175043417451906,0.05203893981999999,35,True
int8_w8a16_b1_o512_caseB_rep3_batch12of30_1780368758,int8_w8a16_b1_o512_caseB_rep3,int8_w8a16,1,512,B,877,3,12,30,1,success,1373.164913,4.7897,239.3,311.65,22910.3,22910.3,877,512,106.8964,2.681963,9.35,2.681962720703125,0.37286126025563543,0.11214180122833334,58,True
int8_w8a16_b1_o512_caseB_rep3_batch5of30_1780368682,int8_w8a16_b1_o512_caseB_rep3,int8_w8a16,1,512,B,896,3,5,30,1,success,1368.038828,4.7871,238.72,311.8,22910.3,22910.3,896,512,106.953,2.671951,9.35,2.6719508359375,0.3742583832569407,0.11172317095333333,58,True
int8_w8a16_b1_o64_caseC_rep2_batch15of30_1780374197,int8_w8a16_b1_o64_caseC_rep2,int8_w8a16,1,64,C,3795,2,15,30,1,success,255.160359,1.0861,130.19,319.87,22910.3,22910.3,3795,64,58.9254,3.986881,16.97,3.986880609375,0.25082266011390897,0.020838095984999996,21,True
int8_w8a16_b1_o512_caseC_rep1_batch19of30_1780376701,int8_w8a16_b1_o512_caseC_rep1,int8_w8a16,1,512,C,3795,1,19,30,1,success,1566.027149,5.3917,247.27,328.8,22910.3,22910.3,3795,512,94.9599,3.058647,10.53,3.058646775390625,0.3269419692544551,0.12789221716833335,64,True
int8_w8a16_b1_o512_caseA_rep3_batch12of30_1780372503,int8_w8a16_b1_o512_caseA_rep3,int8_w8a16,1,512,A,234,3,12,30,1,success,1334.136092,4.665,236.81,309.62,22910.3,22910.3,234,512,109.754,2.605735,9.11,2.6057345546875,0.38376894461528444,0.10895444751333333,57,True
int8_w8a16_b1_o64_caseC_rep1_batch14of30_1780377385,int8_w8a16_b1_o64_caseC_rep1,int8_w8a16,1,64,C,3793,1,14,30,1,success,235.711131,1.0957,120.04,281.13,22910.3,22910.3,3793,64,58.4093,3.682986,17.12,3.682986421875,0.27151878542384156,0.019249742364999996,21,True
int8_w8a16_b1_o256_caseC_rep3_batch26of30_1780388207,int8_w8a16_b1_o256_caseC_rep3,int8_w8a16,1,256,C,3797,3,26,30,1,success,814.777844,2.9304,207.32,318.65,22910.3,22910.3,3797,256,87.3614,3.182726,11.45,3.182725953125,0.3141960742859866,0.06654019059333333,40,True
int8_w8a16_b4_o512_caseC_rep1_batch3of8_1780381174,int8_w8a16_b4_o512_caseC_rep1,int8_w8a16,4,512,C,3793,1,3,8,4,success,6779.085018,20.7979,311.57,400.78,22910.3,22910.3,15174,2048,98.4715,3.3101,10.16,3.3101001064453124,0.3021056668506293,0.5536252764699999,218,True
int8_w8a16_b1_o256_caseC_rep3_batch8of30_1780388044,int8_w8a16_b1_o256_caseC_rep3,int8_w8a16,1,256,C,3792,3,8,30,1,success,819.943893,2.923,208.19,326.57,22910.3,22910.3,3792,256,87.5817,3.202906,11.42,3.20290583203125,0.31221648479306374,0.06696208459499998,40,True
int8_w8a16_b4_o64_caseB_rep2_batch5of8_1780388619,int8_w8a16_b4_o64_caseB_rep2,int8_w8a16,4,64,B,894,2,5,8,4,success,747.742839,2.6627,206.66,327.3,22910.3,22910.3,3577,256,96.1442,2.92087,10.4,2.92087046484375,0.34236369330178235,0.061065665185000007,37,True
int8_w8a16_b1_o256_caseB_rep2_batch5of30_1780387624,int8_w8a16_b1_o256_caseB_rep2,int8_w8a16,1,256,B,896,2,5,30,1,success,631.409817,2.4697,185.37,309.1,22910.3,22910.3,896,256,103.6572,2.466445,9.65,2.46644459765625,0.4054419065201199,0.051565135054999996,35,True
int8_w8a16_b1_o64_caseC_rep1_batch26of30_1780377471,int8_w8a16_b1_o64_caseC_rep1,int8_w8a16,1,64,C,3797,1,26,30,1,success,247.205241,1.0958,126.26,311.11,22910.3,22910.3,3797,64,58.4048,3.862582,17.12,3.862581890625,0.2588941874416004,0.020188428015,21,True
int8_w8a16_b4_o512_caseC_rep2_batch6of8_1780365321,int8_w8a16_b4_o512_caseC_rep2,int8_w8a16,4,512,C,3791,2,6,8,4,success,6848.314381,21.3989,306.01,399.01,22910.3,22910.3,15166,2048,95.7059,3.343904,10.45,3.3439035063476563,0.2990516915639828,0.5592790077816667,224,True
int8_w8a16_b1_o512_caseC_rep3_batch14of30_1780382918,int8_w8a16_b1_o512_caseC_rep3,int8_w8a16,1,512,C,3793,3,14,30,1,success,1571.544622,5.392,248.13,325.4,22910.3,22910.3,3793,512,94.9554,3.069423,10.53,3.06942308984375,0.32579412180381606,0.12834281079666662,64,True
int8_w8a16_b4_o512_caseA_rep1_batch1of8_1780384151,int8_w8a16_b4_o512_caseA_rep1,int8_w8a16,4,512,A,235,1,1,8,4,success,5730.699649,17.8699,303.79,328.17,22910.3,22910.3,940,2048,114.6064,2.798193,8.73,2.7981931879882813,0.35737346666865943,0.4680071380016666,189,True
int8_w8a16_b1_o256_caseB_rep1_batch20of30_1780365904,int8_w8a16_b1_o256_caseB_rep1,int8_w8a16,1,256,B,888,1,20,30,1,success,649.3951,2.5057,184.23,301.14,22910.3,22910.3,888,256,102.1688,2.5367,9.79,2.536699609375,0.39421301454230256,0.05303393316666666,36,True
int8_w8a16_b1_o64_caseA_rep3_batch18of30_1780374784,int8_w8a16_b1_o64_caseA_rep3,int8_w8a16,1,64,A,235,3,18,30,1,success,119.895149,0.6709,75.86,132.47,22910.3,22910.3,235,64,95.3972,1.873362,10.48,1.873361703125,0.5337997453091283,0.009791437168333333,17,True
int8_w8a16_b8_o256_caseA_rep3_batch1of4_1780369131,int8_w8a16_b8_o256_caseA_rep3,int8_w8a16,8,256,A,233,3,1,4,8,success,2901.095334,9.2185,282.91,328.24,22910.3,22910.3,1869,2048,222.1625,1.41655,4.5,1.4165504560546875,0.7059402619410783,0.23692278561,103,True
int8_w8a16_b1_o64_caseA_rep1_batch22of30_1780380835,int8_w8a16_b1_o64_caseA_rep1,int8_w8a16,1,64,A,231,1,22,30,1,success,114.742849,0.6723,72.46,120.55,22910.3,22910.3,231,64,95.1905,1.792857,10.51,1.792857015625,0.5577689638854967,0.009370666001666667,17,True
int8_w8a16_b4_o64_caseC_rep2_batch4of8_1780383284,int8_w8a16_b4_o64_caseC_rep2,int8_w8a16,4,64,C,3793,2,4,8,4,success,1332.567623,4.1548,259.52,395.58,22910.3,22910.3,15173,256,61.6159,5.205342,16.23,5.20534227734375,0.19211032564611547,0.10882635587833332,52,True
int8_w8a16_b1_o64_caseC_rep2_batch8of30_1780374148,int8_w8a16_b1_o64_caseC_rep2,int8_w8a16,1,64,C,3792,2,8,30,1,success,202.555863,1.0971,103.6,253.12,22910.3,22910.3,3792,64,58.3378,3.164935,17.14,3.164935359375,0.3159622192718263,0.016542062144999998,21,True
int8_w8a16_b4_o256_caseC_rep3_batch1of8_1780383511,int8_w8a16_b4_o256_caseC_rep3,int8_w8a16,4,256,C,3793,3,1,8,4,success,3624.727901,11.4043,293.36,397.63,22910.3,22910.3,15175,1024,89.7907,3.539773,11.14,3.5397733408203127,0.2825039638747769,0.29601944524833335,124,True
int8_w8a16_b1_o64_caseA_rep1_batch6of30_1780380728,int8_w8a16_b1_o64_caseA_rep1,int8_w8a16,1,64,A,231,1,6,30,1,success,122.947219,0.6544,77.59,131.73,22910.3,22910.3,231,64,97.8051,1.92105,10.22,1.921050296875,0.5205485778413581,0.010040689551666667,17,True
int8_w8a16_b1_o256_caseA_rep3_batch30of30_1780387180,int8_w8a16_b1_o256_caseA_rep3,int8_w8a16,1,256,A,233,3,30,30,1,success,585.408575,2.3709,177.24,303.55,22910.3,22910.3,233,256,107.9775,2.286752,9.26,2.28675224609375,0.4373014180736932,0.047808366958333334,34,True
int8_w8a16_b4_o512_caseC_rep3_batch7of8_1780366385,int8_w8a16_b4_o512_caseC_rep3,int8_w8a16,4,512,C,3795,3,7,8,4,success,6817.070647,20.8678,311.6,399.8,22910.3,22910.3,15180,2048,98.1417,3.328648,10.19,3.3286477768554685,0.30042229368728446,0.5567274361716666,219,True
int8_w8a16_b1_o64_caseA_rep3_batch25of30_1780374831,int8_w8a16_b1_o64_caseA_rep3,int8_w8a16,1,64,A,233,3,25,30,1,success,122.414109,0.6645,77.36,132.82,22910.3,22910.3,233,64,96.3152,1.91272,10.38,1.912720453125,0.5228155522497819,0.009997152234999999,17,True
int8_w8a16_b1_o256_caseB_rep1_batch1of30_1780365740,int8_w8a16_b1_o256_caseB_rep1,int8_w8a16,1,256,B,892,1,1,30,1,success,651.901827,2.6986,180.12,286.53,22910.3,22910.3,892,256,94.8626,2.546492,10.54,2.54649151171875,0.3926971660412297,0.053238649205,37,True
int8_w8a16_b1_o512_caseA_rep1_batch6of30_1780371412,int8_w8a16_b1_o512_caseA_rep1,int8_w8a16,1,512,A,231,1,6,30,1,success,1355.002054,4.6748,240.65,310.12,22910.3,22910.3,231,512,109.5242,2.646488,9.13,2.64648838671875,0.37785920581342525,0.11065850107666667,57,True
int8_w8a16_b1_o64_caseC_rep1_batch30of30_1780377499,int8_w8a16_b1_o64_caseC_rep1,int8_w8a16,1,64,C,3793,1,30,30,1,success,238.10315,1.0929,121.64,301.52,22910.3,22910.3,3793,64,58.5585,3.720362,17.08,3.72036171875,0.26879106807280795,0.019445090583333328,21,True
int8_w8a16_b1_o512_caseA_rep3_batch27of30_1780372665,int8_w8a16_b1_o512_caseA_rep3,int8_w8a16,1,512,A,233,3,27,30,1,success,1321.966483,4.7199,230.31,308.72,22910.3,22910.3,233,512,108.4773,2.581966,9.22,2.581965787109375,0.3873018012061052,0.10796059611166667,58,True
int8_w8a16_b1_o64_caseB_rep2_batch24of30_1780386589,int8_w8a16_b1_o64_caseB_rep2,int8_w8a16,1,64,B,898,2,24,30,1,success,141.715062,0.7503,83.93,139.18,22910.3,22910.3,898,64,85.2995,2.214298,11.72,2.21429784375,0.45161042938399876,0.011573396729999998,18,True
int8_w8a16_b1_o512_caseA_rep1_batch24of30_1780371607,int8_w8a16_b1_o512_caseA_rep1,int8_w8a16,1,512,A,239,1,24,30,1,success,1310.631483,4.6758,232.68,308.91,22910.3,22910.3,239,512,109.5,2.559827,9.13,2.559827115234375,0.39065138190335996,0.10703490444499998,57,True
int8_w8a16_b1_o64_caseA_rep2_batch19of30_1780370313,int8_w8a16_b1_o64_caseA_rep2,int8_w8a16,1,64,A,230,2,19,30,1,success,124.826962,0.6538,78.69,130.58,22910.3,22910.3,230,64,97.893,1.950421,10.22,1.95042128125,0.5127097461524378,0.010194201896666666,17,True
int8_w8a16_b4_o512_caseA_rep1_batch5of8_1780384247,int8_w8a16_b4_o512_caseA_rep1,int8_w8a16,4,512,A,232,1,5,8,4,success,5743.558813,17.9005,304.51,328.25,22910.3,22910.3,930,2048,114.41,2.804472,8.74,2.804472076660156,0.3565733488032797,0.46905730306166665,189,True
int8_w8a16_b1_o512_caseA_rep1_batch16of30_1780371521,int8_w8a16_b1_o512_caseA_rep1,int8_w8a16,1,512,A,237,1,16,30,1,success,1367.626002,4.7061,238.16,308.47,22910.3,22910.3,237,512,108.7946,2.671145,9.19,2.67114453515625,0.3743713553641546,0.11168945682999998,58,True
int8_w8a16_b4_o512_caseC_rep2_batch3of8_1780365239,int8_w8a16_b4_o512_caseC_rep2,int8_w8a16,4,512,C,3793,2,3,8,4,success,6795.071259,21.4347,303.71,399.16,22910.3,22910.3,15174,2048,95.5459,3.317906,10.47,3.317905888183594,0.30139492610727897,0.554930819485,224,True
int8_w8a16_b1_o256_caseB_rep1_batch17of30_1780365879,int8_w8a16_b1_o256_caseB_rep1,int8_w8a16,1,256,B,898,1,17,30,1,success,676.019422,2.5137,192.29,301.32,22910.3,22910.3,898,256,101.842,2.640701,9.82,2.6407008671875,0.37868734487335487,0.05520825279666666,36,True
int8_w8a16_b4_o64_caseA_rep1_batch6of8_1780385611,int8_w8a16_b4_o64_caseA_rep1,int8_w8a16,4,64,A,233,1,6,8,4,success,627.78477,2.3461,189.51,318.81,22910.3,22910.3,934,256,109.1151,2.452284,9.16,2.4522842578125,0.40778306870999753,0.051269089549999994,34,True
int8_w8a16_b4_o512_caseB_rep3_batch5of8_1780367841,int8_w8a16_b4_o512_caseB_rep3,int8_w8a16,4,512,B,894,3,5,8,4,success,5934.701535,18.5759,303.48,326.51,22910.3,22910.3,3577,2048,110.2503,2.897803,9.07,2.897803483886719,0.3450889632649403,0.484667292025,196,True
int8_w8a16_b1_o256_caseA_rep3_batch4of30_1780386961,int8_w8a16_b1_o256_caseA_rep3,int8_w8a16,1,256,A,237,3,4,30,1,success,603.555444,2.3853,181.73,300.68,22910.3,22910.3,237,256,107.3248,2.357638,9.32,2.357638453125,0.42415324481772054,0.04929036125999999,34,True
int8_w8a16_b1_o64_caseA_rep2_batch12of30_1780370266,int8_w8a16_b1_o64_caseA_rep2,int8_w8a16,1,64,A,234,2,12,30,1,success,122.403852,0.6667,79.04,191.03,22910.3,22910.3,234,64,95.9883,1.91256,10.42,1.9125601875,0.5228593623017681,0.009996314579999999,17,True
int8_w8a16_b4_o64_caseA_rep2_batch2of8_1780388392,int8_w8a16_b4_o64_caseA_rep2,int8_w8a16,4,64,A,232,2,2,8,4,success,612.410365,2.3369,185.26,319.55,22910.3,22910.3,929,256,109.5481,2.392228,9.13,2.39222798828125,0.4180203579669982,0.05001351314166666,34,True
int8_w8a16_b8_o64_caseB_rep3_batch2of4_1780369818,int8_w8a16_b8_o64_caseB_rep3,int8_w8a16,8,64,B,888,3,2,4,8,success,911.909113,3.1129,220.45,357.67,22910.3,22910.3,7105,512,164.4773,1.781072,6.08,1.781072486328125,0.5614594620242599,0.07447257756166667,42,True
int8_w8a16_b4_o64_caseC_rep2_batch7of8_1780383315,int8_w8a16_b4_o64_caseC_rep2,int8_w8a16,4,64,C,3795,2,7,8,4,success,1294.0249,4.1546,251.68,394.06,22910.3,22910.3,15180,256,61.6185,5.054785,16.23,5.054784765625,0.19783236010373528,0.10567870016666664,52,True
int8_w8a16_b1_o64_caseA_rep3_batch8of30_1780374717,int8_w8a16_b1_o64_caseA_rep3,int8_w8a16,1,64,A,232,3,8,30,1,success,125.347957,0.6566,80.75,189.88,22910.3,22910.3,232,64,97.4708,1.958562,10.26,1.958561828125,0.5105787244701563,0.010236749821666665,17,True
int8_w8a16_b1_o256_caseB_rep1_batch18of30_1780365887,int8_w8a16_b1_o256_caseB_rep1,int8_w8a16,1,256,B,895,1,18,30,1,success,671.566754,2.507,189.94,302.94,22910.3,22910.3,895,256,102.1121,2.623308,9.79,2.6233076328125,0.3811981437067982,0.054844618243333323,36,True
int8_w8a16_b1_o512_caseA_rep2_batch20of30_1780372265,int8_w8a16_b1_o512_caseA_rep2,int8_w8a16,1,512,A,235,2,20,30,1,success,1331.871394,4.715,232.52,306.53,22910.3,22910.3,235,512,108.5906,2.601311,9.21,2.60131131640625,0.38442150068432207,0.10876949717666666,58,True
int8_w8a16_b1_o64_caseA_rep2_batch9of30_1780370246,int8_w8a16_b1_o64_caseA_rep2,int8_w8a16,1,64,A,233,2,9,30,1,success,122.898439,0.6564,77.73,134.97,22910.3,22910.3,233,64,97.5056,1.920288,10.26,1.920288109375,0.5207551903893588,0.010036705851666664,17,True
int8_w8a16_b1_o256_caseC_rep1_batch19of30_1780364437,int8_w8a16_b1_o256_caseC_rep1,int8_w8a16,1,256,C,3795,1,19,30,1,success,848.028096,3.0456,210.46,311.17,24524.3,24524.3,3795,256,84.0567,3.31261,11.9,3.31260975,0.30187679064821926,0.06925562783999999,41,True
int8_w8a16_b1_o512_caseA_rep1_batch29of30_1780371661,int8_w8a16_b1_o512_caseA_rep1,int8_w8a16,1,512,A,238,1,29,30,1,success,1360.093592,4.742,236.9,308.89,22910.3,22910.3,238,512,107.9719,2.656433,9.26,2.656432796875,0.37644468219801747,0.11107431001333333,58,True
int8_w8a16_b1_o512_caseC_rep1_batch20of30_1780376712,int8_w8a16_b1_o512_caseC_rep1,int8_w8a16,1,512,C,3791,1,20,30,1,success,1554.698412,5.3849,245.36,324.14,22910.3,22910.3,3791,512,95.0799,3.03652,10.52,3.0365203359375,0.3293243217128854,0.12696703698,64,True
int8_w8a16_b4_o256_caseA_rep2_batch4of8_1780381864,int8_w8a16_b4_o256_caseA_rep2,int8_w8a16,4,256,A,234,2,4,8,4,success,2836.131911,8.942,285.27,325.68,22910.3,22910.3,937,1024,114.5158,2.76966,8.73,2.7696600693359374,0.3610551385245494,0.23161743939833332,100,True
int8_w8a16_b1_o64_caseB_rep1_batch26of30_1780389171,int8_w8a16_b1_o64_caseB_rep1,int8_w8a16,1,64,B,893,1,26,30,1,success,146.472853,0.7335,86.66,143.27,22910.3,22910.3,893,64,87.2554,2.288638,11.46,2.288638328125,0.4369410350735778,0.011961949661666665,18,True
int8_w8a16_b1_o256_caseC_rep1_batch11of30_1780364364,int8_w8a16_b1_o256_caseC_rep1,int8_w8a16,1,256,C,3792,1,11,30,1,success,813.224469,3.017,201.81,319.99,24524.3,24524.3,3792,256,84.8526,3.176658,11.79,3.17665808203125,0.31479623370752263,0.06641333163499999,41,True
int8_w8a16_b1_o512_caseA_rep2_batch12of30_1780372179,int8_w8a16_b1_o512_caseA_rep2,int8_w8a16,1,512,A,234,2,12,30,1,success,1361.578564,4.7498,237.12,308.14,22910.3,22910.3,234,512,107.7929,2.659333,9.28,2.6593331328125,0.3760341221118108,0.11119558272666667,58,True
int8_w8a16_b1_o64_caseB_rep1_batch30of30_1780389199,int8_w8a16_b1_o64_caseB_rep1,int8_w8a16,1,64,B,891,1,30,30,1,success,155.593414,0.7453,93.6,209.09,22910.3,22910.3,891,64,85.8737,2.431147,11.65,2.43114709375,0.4113284640698224,0.012706795476666664,18,True
int8_w8a16_b8_o512_caseB_rep2_batch3of4_1780382208,int8_w8a16_b8_o512_caseB_rep2,int8_w8a16,8,512,B,894,2,3,4,8,success,6255.858744,19.3192,308.8,368.33,22910.3,22910.3,7155,4096,212.0171,1.527309,4.72,1.527309263671875,0.6547462415017726,0.5108951307599999,203,True
int8_w8a16_b1_o512_caseC_rep2_batch11of30_1780384605,int8_w8a16_b1_o512_caseC_rep2,int8_w8a16,1,512,C,3792,2,11,30,1,success,1569.304044,5.3881,247.77,329.75,22910.3,22910.3,3792,512,95.0242,3.065047,10.52,3.0650469609375,0.32625927522302367,0.12815983026,64,True
int8_w8a16_b1_o64_caseB_rep1_batch13of30_1780389082,int8_w8a16_b1_o64_caseB_rep1,int8_w8a16,1,64,B,885,1,13,30,1,success,138.841714,0.7402,84.41,213.9,22910.3,22910.3,885,64,86.4653,2.169402,11.57,2.16940178125,0.4609565681391689,0.011338739976666666,18,True
int8_w8a16_b1_o64_caseA_rep3_batch7of30_1780374710,int8_w8a16_b1_o64_caseA_rep3,int8_w8a16,1,64,A,232,3,7,30,1,success,128.249198,0.6517,80.72,131.52,22910.3,22910.3,232,64,98.2056,2.003894,10.18,2.00389371875,0.4990284617608291,0.010473684503333334,17,True
int8_w8a16_b1_o64_caseB_rep3_batch5of30_1780376989,int8_w8a16_b1_o64_caseB_rep3,int8_w8a16,1,64,B,896,3,5,30,1,success,143.640814,0.7386,86.58,195.81,22910.3,22910.3,896,64,86.6524,2.244388,11.54,2.24438771875,0.4455558153548197,0.011730666476666665,18,True
int8_w8a16_b4_o64_caseA_rep2_batch7of8_1780388434,int8_w8a16_b4_o64_caseA_rep2,int8_w8a16,4,64,A,232,2,7,8,4,success,629.834451,2.3398,190.47,320.06,22910.3,22910.3,928,256,109.413,2.460291,9.14,2.46029082421875,0.40645601331198067,0.05143648016499999,34,True
int8_w8a16_b1_o256_caseA_rep2_batch12of30_1780380001,int8_w8a16_b1_o256_caseA_rep2,int8_w8a16,1,256,A,234,2,12,30,1,success,625.923235,2.3972,188.04,300.83,22910.3,22910.3,234,256,106.7913,2.445013,9.36,2.44501263671875,0.4089958411593396,0.05111706419166666,34,True
int8_w8a16_b4_o64_caseA_rep1_batch4of8_1780385594,int8_w8a16_b4_o64_caseA_rep1,int8_w8a16,4,64,A,234,1,4,8,4,success,643.615353,2.3302,193.43,321.51,22910.3,22910.3,937,256,109.8638,2.514122,9.1,2.51412247265625,0.397753097104879,0.052561920495,34,True
int8_w8a16_b1_o64_caseC_rep1_batch12of30_1780377371,int8_w8a16_b1_o64_caseC_rep1,int8_w8a16,1,64,C,3795,1,12,30,1,success,270.806395,1.0878,137.4,309.74,22910.3,22910.3,3795,64,58.8329,4.23135,17.0,4.231349921875,0.23633119889949422,0.022115855591666667,21,True
int8_w8a16_b1_o64_caseB_rep2_batch15of30_1780386528,int8_w8a16_b1_o64_caseB_rep2,int8_w8a16,1,64,B,895,2,15,30,1,success,134.825296,0.7439,80.04,137.38,22910.3,22910.3,895,64,86.0282,2.106645,11.62,2.10664525,0.4746883700518632,0.011010732506666666,18,True
int8_w8a16_b4_o64_caseA_rep3_batch4of8_1780385526,int8_w8a16_b4_o64_caseA_rep3,int8_w8a16,4,64,A,234,3,4,8,4,success,655.25017,2.3436,196.98,320.75,22910.3,22910.3,937,256,109.2322,2.559571,9.15,2.5595709765625,0.39069047475409274,0.053512097216666665,34,True
int8_w8a16_b1_o512_caseA_rep2_batch5of30_1780372104,int8_w8a16_b1_o512_caseA_rep2,int8_w8a16,1,512,A,234,2,5,30,1,success,1333.24085,4.6819,236.59,308.43,22910.3,22910.3,234,512,109.3569,2.603986,9.14,2.60398603515625,0.38402663704761225,0.10888133608333332,57,True
int8_w8a16_b1_o256_caseA_rep1_batch29of30_1780378585,int8_w8a16_b1_o256_caseA_rep1,int8_w8a16,1,256,A,238,1,29,30,1,success,573.766173,2.3912,173.57,305.39,22910.3,22910.3,238,256,107.0606,2.241274,9.34,2.24127411328125,0.4461747869545457,0.046857570795,34,True
int8_w8a16_b1_o64_caseC_rep3_batch6of30_1780366600,int8_w8a16_b1_o64_caseC_rep3,int8_w8a16,1,64,C,3793,3,6,30,1,success,279.497426,1.12,135.29,315.03,22910.3,22910.3,3793,64,57.1426,4.367147,17.5,4.36714728125,0.22898243077201003,0.022825623123333333,22,True
int8_w8a16_b1_o64_caseA_rep1_batch23of30_1780380842,int8_w8a16_b1_o64_caseA_rep1,int8_w8a16,1,64,A,232,1,23,30,1,success,119.13386,0.6645,75.32,132.33,22910.3,22910.3,232,64,96.3136,1.861467,10.38,1.8614665625,0.5372108315805431,0.009729265233333333,17,True
int8_w8a16_b8_o256_caseA_rep1_batch3of4_1780366976,int8_w8a16_b8_o256_caseA_rep1,int8_w8a16,8,256,A,233,1,3,4,8,success,2925.16987,9.2411,285.35,329.9,22910.3,22910.3,1864,2048,221.6182,1.428306,4.51,1.4283056005859376,0.7001302799553313,0.23888887271666667,103,True
int8_w8a16_b1_o64_caseB_rep3_batch23of30_1780377112,int8_w8a16_b1_o64_caseB_rep3,int8_w8a16,1,64,B,887,3,23,30,1,success,149.597707,0.7321,88.54,147.68,22910.3,22910.3,887,64,87.4239,2.337464,11.44,2.337464171875,0.42781404396793327,0.012217146071666667,18,True
int8_w8a16_b1_o256_caseC_rep1_batch16of30_1780364410,int8_w8a16_b1_o256_caseC_rep1,int8_w8a16,1,256,C,3794,1,16,30,1,success,846.185464,3.0523,210.39,320.14,24524.3,24524.3,3794,256,83.8699,3.305412,11.92,3.30541196875,0.30253414988939115,0.06910514622666666,41,True
